"","x"
"generic",3
"genet",3
"geograph",3
"globe",3
"govern",3
"hall",3
"halv",3
"han",3
"handi",3
"handlebar",3
"hang",3
"haul",3
"headlin",3
"healthi",3
"heighten",3
"hidden",3
"hollow",3
"horn",3
"ijm",3
"imd",3
"immers",3
"immobilis",3
"incipi",3
"inclin",3
"inclus",3
"incorrect",3
"inert",3
"inputoutput",3
"instanc",3
"intellig",3
"intent",3
"inter",3
"interdict",3
"interpol",3
"intersect",3
"intrus",3
"invalid",3
"ionic",3
"ism",3
"job",3
"jump",3
"kitchen",3
"laid",3
"lane",3
"lanyard",3
"leader",3
"letter",3
"likewis",3
"lip",3
"logger",3
"longitudin",3
"loud",3
"lowest",3
"major",3
"marin",3
"mass",3
"measurementh",3
"megawatt",3
"mem",3
"memor",3
"mhz",3
"mistak",3
"mitig",3
"mock",3
"mold",3
"momentari",3
"monolith",3
"mountabl",3
"mower",3
"multichip",3
"muster",3
"nation",3
"neighbor",3
"nonvolatil",3
"ntwrk",3
"old",3
"omega",3
"openingclos",3
"overcom",3
"overh",3
"overhead",3
"owner",3
"payment",3
"pcs",3
"pet",3
"pfr",3
"photocontrol",3
"photodetector",3
"pid",3
"pixel",3
"pmc",3
"pollut",3
"porous",3
"position",3
"preferenti",3
"prewir",3
"primarili",3
"prismat",3
"proof",3
"propuls",3
"ptc",3
"purchas",3
"quantit",3
"question",3
"ration",3
"receiverdriv",3
"reel",3
"reignit",3
"reject",3
"remaind",3
"render",3
"replenish",3
"represent",3
"reproduc",3
"review",3
"riu",3
"road",3
"roadwork",3
"root",3
"round",3
"rtc",3
"ryeokyul",3
"sale",3
"saver",3
"scada",3
"scenario",3
"school",3
"scrambl",3
"scu",3
"serious",3
"setter",3
"settlement",3
"sewag",3
"shell",3
"shunt",3
"skeleton",3
"skin",3
"skylight",3
"slidabl",3
"smile",3
"sneak",3
"soc",3
"solver",3
"soon",3
"spare",3
"spatial",3
"spectral",3
"sphere",3
"spin",3
"spirit",3
"spontan",3
"stabli",3
"standstil",3
"stay",3
"strength",3
"stripe",3
"strut",3
"style",3
"subtractor",3
"supervis",3
"suppos",3
"suscept",3
"sway",3
"synthet",3
"tablet",3
"technician",3
"telescop",3
"thereund",3
"therewith",3
"thermistor",3
"thought",3
"throughout",3
"tidal",3
"tier",3
"tighten",3
"touch",3
"tracer",3
"tractor",3
"transitori",3
"transom",3
"ttungttungyi",3
"tuner",3
"turbinealtern",3
"twset",3
"uniti",3
"unmat",3
"unrel",3
"upstream",3
"urgent",3
"usual",3
"van",3
"versa",3
"vice",3
"visit",3
"vjm",3
"vlsi",3
"vsm",3
"wake",3
"washer",3
"watercraft",3
"wear",3
"white",3
"windowpan",3
"windshield",3
"word",3
"yieldabl",3
"yourself",3
"abc",2
"abort",2
"absorpt",2
"accent",2
"acdc",2
"acr",2
"acryl",2
"adc",2
"aerial",2
"aforement",2
"afterward",2
"agc",2
"aggreg",2
"algebra",2
"allevi",2
"alongsid",2
"aluminium",2
"aluminum",2
"amber",2
"antiparallel",2
"antitheft",2
"anyon",2
"anywher",2
"appratus",2
"ardi",2
"assay",2
"asset",2
"augment",2
"autonom",2
"avgt",2
"babi",2
"background",2
"backlash",2
"baffl",2
"bang",2
"bath",2
"bay",2
"bear",2
"behavior",2
"bend",2
"benefici",2
"bent",2
"beonro",2
"beorindago",2
"besid",2
"bifurc",2
"bin",2
"biographi",2
"biolif",2
"biolog",2
"bipolar",2
"blackwhit",2
"bleed",2
"blink",2
"blocker",2
"blown",2
"border",2
"boss",2
"bound",2
"bovin",2
"bps",2
"breather",2
"broad",2
"broken",2
"brokerag",2
"btsi",2
"bumper",2
"butt",2
"cad",2
"canning",2
"care",2
"cart",2
"cassett",2
"cataphoresi",2
"cave",2
"cba",2
"cbs",2
"celp",2
"challeng",2
"chargeabl",2
"chatter",2
"chemic",2
"chemistri",2
"chi",2
"chisel",2
"choic",2
"choos",2
"civil",2
"clocksign",2
"closer",2
"cockpit",2
"coextens",2
"cogener",2
"collaps",2
"collis",2
"commut",2
"comparis",2
"compat",2
"complement",2
"complementari",2
"compliant",2
"compromis",2
"computer",2
"concert",2
"connectionsdisconnect",2
"conspicu",2
"consult",2
"contg",2
"corner",2
"corpor",2
"cow",2
"curtail",2
"cutout",2
"debri",2
"decor",2
"deem",2
"default",2
"deflector",2
"defog",2
"demonstr",2
"depart",2
"deplet",2
"destroy",2
"det",2
"deviant",2
"dewat",2
"dewpoint",2
"dial",2
"dialog",2
"dialup",2
"dibber",2
"dirt",2
"disallow",2
"disclosur",2
"discolor",2
"discov",2
"disinterest",2
"disrupt",2
"distant",2
"distributor",2
"diversifi",2
"document",2
"dot",2
"doubli",2
"downlink",2
"drink",2
"droop",2
"dte",2
"duplex",2
"dwell",2
"dye",2
"earthquak",2
"eccentr",2
"eeprom",2
"elastomer",2
"electricalmechan",2
"electricalpow",2
"electrifi",2
"electrochem",2
"electrochrom",2
"electrolysi",2
"electrolyt",2
"electromot",2
"emi",2
"emiss",2
"emspemspemspan",2
"emul",2
"encrypt",2
"enlarg",2
"enrich",2
"entiti",2
"envelop",2
"estat",2
"eti",2
"etif",2
"evacu",2
"everyon",2
"examin",2
"exit",2
"exotherm",2
"exploit",2
"exposur",2
"fade",2
"faith",2
"faster",2
"father",2
"ferrit",2
"fetch",2
"finish",2
"firm",2
"fish",2
"fixat",2
"flasher",2
"fleet",2
"flex",2
"flexur",2
"flicker",2
"flood",2
"flush",2
"flyback",2
"focus",2
"foil",2
"forth",2
"forti",2
"fray",2
"freeli",2
"friend",2
"frit",2
"fusibl",2
"fuzzi",2
"gakgap",2
"gand",2
"gass",2
"gel",2
"geomchimwon",2
"geometri",2
"glitter",2
"gnd",2
"golf",2
"gpps",2
"granular",2
"grasp",2
"grate",2
"green",2
"grip",2
"gsm",2
"gub",2
"guest",2
"gui",2
"gun",2
"gyoryusang",2
"handheld",2
"handset",2
"hanpok",2
"hansinho",2
"headquart",2
"heal",2
"hemodialysi",2
"hitch",2
"hook",2
"horizont",2
"hot",2
"hsst",2
"hydroelectr",2
"icc",2
"iec",2
"iex",2
"igi",2
"imbed",2
"immun",2
"impart",2
"imperman",2
"impermiss",2
"imping",2
"inbound",2
"incandesc",2
"incomplet",2
"inconveni",2
"incur",2
"indicia",2
"indiffer",2
"indirect",2
"indoor",2
"inferior",2
"infin",2
"infus",2
"inher",2
"injector",2
"inquir",2
"integ",2
"interchannel",2
"interferenca",2
"interlevel",2
"intermediari",2
"intervent",2
"intranet",2
"introduct",2
"ion",2
"ircp",2
"ircq",2
"iscp",2
"iscq",2
"itcp",2
"itcq",2
"ivnref",2
"jacket",2
"japanes",2
"jeokchi",2
"jeongap",2
"josok",2
"khz",2
"kidney",2
"knob",2
"korean",2
"lagrang",2
"lamella",2
"lamin",2
"law",2
"lawn",2
"lcd",2
"leaf",2
"leas",2
"len",2
"lens",2
"lensreflector",2
"likelihood",2
"lim",2
"lineman",2
"liquefi",2
"lockabl",2
"logo",2
"lookup",2
"loos",2
"loudspeak",2
"lpf",2
"luminesc",2
"lump",2
"magnetiz",2
"maid",2
"manless",2
"manpow",2
"mathemat",2
"mattress",2
"mediat",2
"mega",2
"melt",2
"membran",2
"menus",2
"met",2
"micromachin",2
"microsecond",2
"milliamp",2
"millimet",2
"million",2
"millisecond",2
"min",2
"mind",2
"minor",2
"moistur",2
"mornitor",2
"mos",2
"motorist",2
"moveabl",2
"mppt",2
"msec",2
"multistag",2
"mylar",2
"narrowli",2
"neighborhood",2
"newli",2
"nick",2
"nitrogen",2
"nklg",2
"nkug",2
"nmax",2
"nonexist",2
"nonprotect",2
"nsr",2
"nuisanc",2
"nune",2
"occas",2
"ocr",2
"odd",2
"offici",2
"ohal",2
"oneself",2
"orific",2
"outlier",2
"oven",2
"overcharg",2
"overheat",2
"overmold",2
"oxid",2
"oxidas",2
"pand",2
"panoram",2
"particul",2
"pathway",2
"pawl",2
"pcds",2
"peculiar",2
"perceiv",2
"percentag",2
"percept",2
"perfor",2
"peripheri",2
"pertain",2
"phosphorus",2
"pile",2
"piu",2
"plain",2
"planar",2
"platform",2
"pleas",2
"pll",2
"plot",2
"plumb",2
"pmm",2
"polic",2
"pool",2
"poppet",2
"possess",2
"powder",2
"predictor",2
"prerequisit",2
"principl",2
"priorit",2
"prism",2
"privaci",2
"pro",2
"profession",2
"prolifer",2
"prompt",2
"provision",2
"pset",2
"pub",2
"pulley",2
"pulmonari",2
"pursuant",2
"pyeonggaryang",2
"pyroelectr",2
"quadratur",2
"quench",2
"queue",2
"quiescent",2
"raceway",2
"realli",2
"recircul",2
"rectilinear",2
"recurs",2
"reflux",2
"reiniti",2
"relax",2
"reproduct",2
"rescu",2
"reseal",2
"restart",2
"restless",2
"resum",2
"retard",2
"retread",2
"retri",2
"revert",2
"rimless",2
"role",2
"roll",2
"rrn",2
"sag",2
"sarc",2
"sasd",2
"sawtooth",2
"sayiseu",2
"scalar",2
"scatter",2
"schemat",2
"scraper",2
"sealant",2
"sean",2
"sec",2
"semi",2
"sensors",2
"serrat",2
"session",2
"setpoint",2
"seventh",2
"shall",2
"shear",2
"sheath",2
"shelf",2
"shiro",2
"shore",2
"shortag",2
"signag",2
"silent",2
"silver",2
"sin",2
"slight",2
"snubber",2
"sog",2
"sona",2
"sophist",2
"speci",2
"spew",2
"spike",2
"spillov",2
"splendid",2
"splice",2
"spotlight",2
"sputter",2
"stader",2
"stagger",2
"standoff",2
"stationari",2
"stem",2
"stick",2
"stimul",2
"stoplight",2
"stoppag",2
"straight",2
"strap",2
"stray",2
"street",2
"stuck",2
"studi",2
"studio",2
"subset",2
"substanc",2
"succeed",2
"sudanreul",2
"sulfid",2
"summer",2
"sunjeo",2
"superintend",2
"suppplier",2
"suppressor",2
"supress",2
"surpass",2
"sustain",2
"swept",2
"swing",2
"symantec",2
"symmetri",2
"sync",2
"tachomet",2
"tangent",2
"tdma",2
"tea",2
"teeth",2
"telephoni",2
"teller",2
"tempor",2
"terrain",2
"text",2
"thd",2
"therethrough",2
"thief",2
"thiobacillus",2
"thioparus",2
"throughput",2
"thyrist",2
"ticket",2
"tint",2
"tissu",2
"toler",2
"topolog",2
"tpc",2
"traine",2
"tran",2
"translat",2
"transmitrec",2
"transmitterreceiv",2
"transmittingreceiv",2
"trend",2
"tripsolenoid",2
"twelv",2
"ultra",2
"ultrason",2
"underflow",2
"undergo",2
"underground",2
"undervoltag",2
"undesir",2
"unearth",2
"unequ",2
"unknow",2
"unwind",2
"uplink",2
"upload",2
"vacross",2
"vacuum",2
"vanref",2
"vdcr",2
"veloc",2
"version",2
"volum",2
"vote",2
"vpm",2
"vth",2
"vulgar",2
"warfar",2
"wash",2
"watchdog",2
"weapon",2
"weigh",2
"wicket",2
"wobbl",2
"woke",2
"worker",2
"worn",2
"wrap",2
"wrong",2
"yard",2
"yet",2
"yoo",2
"zener",2
"zoom",2
"aafor",1
"aan",1
"abb",1
"abbrevi",1
"abla",1
"abut",1
"acid",1
"activat",1
"acut",1
"adagio",1
"additionnali",1
"addtion",1
"adr",1
"adt",1
"adulter",1
"aerodyn",1
"aerodynam",1
"affair",1
"age",1
"ago",1
"agreement",1
"agricultur",1
"ahead",1
"ail",1
"airborn",1
"airless",1
"all",1
"allot",1
"alpha",1
"alphanumer",1
"amper",1
"analysisb",1
"anbun",1
"ancillari",1
"and",1
"anger",1
"annular",1
"anod",1
"anticip",1
"antipyret",1
"anxieti",1
"apc",1
"aperiod",1
"apprehens",1
"aquacultur",1
"argon",1
"arguabl",1
"ark",1
"armor",1
"arous",1
"arrestor",1
"arsenid",1
"ascertain",1
"asi",1
"asphyxi",1
"ateul",1
"atol",1
"attachablydetach",1
"attitud",1
"attrit",1
"autobus",1
"autolog",1
"autoprotect",1
"avert",1
"avo",1
"awg",1
"backend",1
"backingup",1
"backlit",1
"backplat",1
"backpropag",1
"bag",1
"baljeonryeok",1
"bandstoptyp",1
"barrel",1
"basin",1
"basket",1
"battl",1
"bayonet",1
"bcc",1
"behav",1
"beta",1
"beverag",1
"bgamu",1
"biaxial",1
"bijeongsangjeokinga",1
"bimetal",1
"bind",1
"binder",1
"biofilt",1
"bistabl",1
"bitter",1
"black",1
"blockabl",1
"blockag",1
"blockwis",1
"blower",1
"boardlock",1
"bogiro",1
"book",1
"bore",1
"born",1
"bpf",1
"bpss",1
"bpt",1
"braill",1
"brakehazardturn",1
"breach",1
"breath",1
"brim",1
"brownout",1
"brushless",1
"buil",1
"buildup",1
"buoyanc",1
"burdensom",1
"bureau",1
"buse",1
"buss",1
"buyer",1
"byeonggeup",1
"caf",1
"cancer",1
"cane",1
"cantilev",1
"capillari",1
"carbon",1
"careless",1
"carousel",1
"carv",1
"cast",1
"caster",1
"catv",1
"caught",1
"causal",1
"ccd",1
"ccn",1
"ccss",1
"celebr",1
"centerlin",1
"centr",1
"centralis",1
"centralizeddistribut",1
"cereum",1
"cerium",1
"certainti",1
"chain",1
"changer",1
"charcoal",1
"chariti",1
"cheap",1
"checklist",1
"chemoautotrop",1
"cheukh",1
"cheukin",1
"chiefli",1
"childhood",1
"choke",1
"chromosom",1
"chwihaeteu",1
"cinnabari",1
"circumferenti",1
"civilian",1
"clamshel",1
"claw",1
"climax",1
"climb",1
"club",1
"cminuskck",1
"cmp",1
"coact",1
"coerc",1
"cofactor",1
"cognit",1
"collabor",1
"collar",1
"colleg",1
"comm",1
"commandcontrol",1
"commit",1
"comon",1
"compensatori",1
"compet",1
"complaint",1
"compound",1
"compulsorili",1
"comuq",1
"concret",1
"cond",1
"conditon",1
"cone",1
"confer",1
"confus",1
"conic",1
"conmmun",1
"consecut",1
"consequenti",1
"contactsa",1
"contactsth",1
"contempl",1
"context",1
"contigu",1
"continent",1
"contour",1
"contractu",1
"coolant",1
"cope",1
"corrod",1
"cosmic",1
"cosphiv",1
"countless",1
"couplabl",1
"coverag",1
"covert",1
"cradl",1
"craft",1
"crankshaft",1
"crc",1
"creativ",1
"credit",1
"crime",1
"crosstalk",1
"crustac",1
"cultur",1
"currenc",1
"currentless",1
"cushion",1
"customiz",1
"cutoff",1
"cutter",1
"cycloalkyl",1
"daegap",1
"daehan",1
"daili",1
"dam",1
"dash",1
"dashboard",1
"daughter",1
"davidson",1
"daytim",1
"dazzl",1
"dbd",1
"deacclim",1
"deactuat",1
"dealt",1
"debit",1
"decentr",1
"decim",1
"declin",1
"decompos",1
"deioniz",1
"deleteri",1
"demolish",1
"denot",1
"dens",1
"departur",1
"determines",1
"deuteroscopi",1
"development",1
"devid",1
"devis",1
"diagon",1
"diagrammat",1
"dialer",1
"diamet",1
"diametr",1
"dictat",1
"dictionari",1
"diffrenti",1
"dig",1
"dimension",1
"dimethylferrocen",1
"diminish",1
"dipol",1
"diprotect",1
"disappear",1
"disapprov",1
"disarm",1
"discount",1
"discrep",1
"diseas",1
"dissemin",1
"dissuad",1
"dither",1
"diu",1
"dive",1
"diverg",1
"divers",1
"divisor",1
"domin",1
"domoham",1
"dosag",1
"downhol",1
"dprs",1
"draft",1
"dragon",1
"drc",1
"dress",1
"drivabl",1
"droplet",1
"drove",1
"dualiz",1
"dump",1
"durabl",1
"dust",1
"dynamomet",1
"dyslipidemia",1
"ead",1
"eaq",1
"easier",1
"economi",1
"ecu",1
"edc",1
"educ",1
"egress",1
"eight",1
"eithera",1
"elastom",1
"elb",1
"electir",1
"electricalphys",1
"electrician",1
"electrif",1
"electrohiminesc",1
"electromigr",1
"electronicelectr",1
"elementari",1
"eman",1
"emin",1
"emirfi",1
"encompass",1
"encroach",1
"endang",1
"endtim",1
"endur",1
"enemi",1
"energis",1
"energiz",1
"enorm",1
"entail",1
"entranc",1
"eprom",1
"eras",1
"eriv",1
"esm",1
"esp",1
"essenc",1
"eumsori",1
"eunikka",1
"evapor",1
"everyth",1
"exagger",1
"exam",1
"exercis",1
"exert",1
"expedit",1
"expel",1
"expend",1
"experienc",1
"expertis",1
"extraordinari",1
"extrapol",1
"eye",1
"facepl",1
"fallback",1
"fallen",1
"famili",1
"fare",1
"fashion",1
"fastest",1
"faucet",1
"fax",1
"fdma",1
"fdt",1
"feet",1
"feram",1
"ferro",1
"fertil",1
"fewer",1
"ffff",1
"fiberopt",1
"fidt",1
"fieldbus",1
"fifti",1
"financ",1
"finger",1
"fireproof",1
"fixabl",1
"flammabl",1
"flang",1
"flashlight",1
"flatten",1
"flaw",1
"fled",1
"flexabl",1
"flight",1
"floodlight",1
"flown",1
"fluoresc",1
"fluorin",1
"foamabl",1
"foldabl",1
"forbidden",1
"fore",1
"forego",1
"foreign",1
"fork",1
"formal",1
"fourteen",1
"fraction",1
"freewheel",1
"freez",1
"fresh",1
"funtion",1
"furnitur",1
"fusu",1
"gaa",1
"gakcha",1
"gallium",1
"ganda",1
"gapan",1
"gari",1
"gather",1
"gdb",1
"gearbox",1
"generabl",1
"generant",1
"geotherm",1
"germ",1
"gestur",1
"geulhwa",1
"gfor",1
"giant",1
"gici",1
"gin",1
"gmr",1
"goe",1
"goge",1
"gopgap",1
"gpss",1
"gradual",1
"graft",1
"gratuit",1
"greaterr",1
"grew",1
"gripe",1
"grow",1
"growth",1
"gto",1
"guc",1
"guidelin",1
"gyetongran",1
"haeteuni",1
"hair",1
"handicap",1
"handoff",1
"handsfre",1
"hanwha",1
"happen",1
"harley",1
"harm",1
"haromon",1
"harsh",1
"hdlc",1
"headset",1
"health",1
"helic",1
"helmet",1
"hemispher",1
"henc",1
"herbicid",1
"herein",1
"hertz",1
"hessian",1
"highlight",1
"hog",1
"homeown",1
"homolog",1
"hopper",1
"hospit",1
"hotel",1
"hubbackslashflywheelbackslashstart",1
"hundr",1
"hvdc",1
"hydrocarbon",1
"iaand",1
"iband",1
"icd",1
"icon",1
"icq",1
"ide",1
"idividu",1
"ifb",1
"ifc",1
"iga",1
"ignor",1
"iinv",1
"ileukimyeon",1
"illustr",1
"iln",1
"immediatelymoreov",1
"impel",1
"implant",1
"impli",1
"impress",1
"impuls",1
"impur",1
"inaccur",1
"inadequ",1
"inappropri",1
"incommunic",1
"incompat",1
"inconsist",1
"indeda",1
"indefinit",1
"indispens",1
"indivisu",1
"ine",1
"inertia",1
"influx",1
"inhibitori",1
"inletsoutlet",1
"inmit",1
"inop",1
"inoper",1
"insan",1
"insf",1
"instep",1
"instructor",1
"intact",1
"interferencerfi",1
"interferencesemi",1
"interposit",1
"interrogativeprocess",1
"intersystem",1
"intrasystem",1
"intrins",1
"invad",1
"invas",1
"inventor",1
"inward",1
"iref",1
"irp",1
"irrespect",1
"irrevers",1
"isa",1
"isaiga",1
"isar",1
"iset",1
"isp",1
"itp",1
"jacobi",1
"jaeyong",1
"japan",1
"jeongrail",1
"jeopard",1
"jerk",1
"jet",1
"jig",1
"joe",1
"jojeongryul",1
"jong",1
"journeyman",1
"juxtapos",1
"juxtaposit",1
"kandt",1
"kepco",1
"kingdom",1
"kminusm",1
"knit",1
"know",1
"knsp",1
"koda",1
"krf",1
"kumho",1
"labor",1
"labyrinth",1
"ladder",1
"lagrangian",1
"land",1
"landscap",1
"languag",1
"laps",1
"largest",1
"latitud",1
"layman",1
"leadfram",1
"leaki",1
"legitimaci",1
"lemma",1
"lend",1
"leverag",1
"liabil",1
"lifetim",1
"lifter",1
"lightweight",1
"lithographi",1
"litig",1
"livestock",1
"login",1
"logist",1
"longest",1
"loom",1
"lose",1
"louver",1
"lowermost",1
"luck",1
"lung",1
"maker",1
"makeup",1
"manger",1
"manifold",1
"marker",1
"market",1
"maryeonham",1
"massiv",1
"mast",1
"matric",1
"mauro",1
"max",1
"maxima",1
"means",1
"meantim",1
"measuremonitor",1
"meat",1
"mechanismk",1
"mesh",1
"micon",1
"microfarad",1
"microorgan",1
"mid",1
"migrat",1
"milliamper",1
"mimic",1
"mingl",1
"minima",1
"minisatellit",1
"misalign",1
"mishap",1
"missil",1
"mission",1
"mist",1
"miswir",1
"mitdolat",1
"moder",1
"modulatedvari",1
"moduleth",1
"moldabl",1
"moldboard",1
"molecul",1
"molecular",1
"momentarili",1
"mood",1
"mothamyeo",1
"mothership",1
"motorsecond",1
"mountain",1
"mpx",1
"msm",1
"multifunct",1
"multilay",1
"multimet",1
"multipath",1
"multiphas",1
"multivibr",1
"mvc",1
"naedorok",1
"naena",1
"nalg",1
"naug",1
"naup",1
"nearest",1
"necess",1
"needl",1
"neg",1
"neither",1
"nest",1
"newton",1
"nighttim",1
"nine",1
"nineti",1
"nit",1
"nla",1
"nlb",1
"noisi",1
"nonconduct",1
"noneffici",1
"noninduct",1
"nonlinear",1
"nonprint",1
"nophil",1
"north",1
"nose",1
"notabl",1
"notch",1
"noth",1
"notion",1
"nozzl",1
"nullifi",1
"nutrient",1
"obscur",1
"obstacl",1
"obstruct",1
"odor",1
"oeinga",1
"ofdm",1
"officetel",1
"offlin",1
"ogiv",1
"ohhyeong",1
"ohm",1
"older",1
"omit",1
"onset",1
"opaqu",1
"opisthomer",1
"opportun",1
"opticalaudio",1
"orc",1
"outflow",1
"overlaid",1
"overreach",1
"overrun",1
"overse",1
"overshoot",1
"ozon",1
"paid",1
"pain",1
"painter",1
"palett",1
"palladium",1
"pamok",1
"panic",1
"pariti",1
"passfail",1
"pat",1
"pcg",1
"pdas",1
"pdca",1
"peer",1
"pendant",1
"penetr",1
"peopl",1
"perm",1
"perturb",1
"pesticid",1
"photocel",1
"photomodul",1
"photosensit",1
"phylogenet",1
"piano",1
"picocoulomb",1
"pierc",1
"pig",1
"pinpoint",1
"pistonscylind",1
"plasma",1
"plateau",1
"pmax",1
"pof",1
"poll",1
"polymer",1
"polynomi",1
"poor",1
"positionveloc",1
"potabl",1
"potato",1
"poteni",1
"poultri",1
"preclud",1
"precognit",1
"predetemiin",1
"preioniz",1
"prematur",1
"premium",1
"preprogram",1
"presum",1
"prevail",1
"primit",1
"privat",1
"promis",1
"proni",1
"protocolinternet",1
"provok",1
"psc",1
"pss",1
"publish",1
"puc",1
"pulsat",1
"punch",1
"punish",1
"pwmc",1
"qos",1
"qset",1
"qsf",1
"quantifi",1
"quasi",1
"queu",1
"rad",1
"railroad",1
"rake",1
"rare",1
"raw",1
"rds",1
"readabl",1
"realign",1
"realm",1
"rearward",1
"rebound",1
"recalcul",1
"recognis",1
"recogniz",1
"recombin",1
"recon",1
"reconcili",1
"reconfigur",1
"reconnect",1
"rectif",1
"recycl",1
"reestablish",1
"reexamin",1
"referenc",1
"refernec",1
"refriger",1
"refuel",1
"refus",1
"reign",1
"rein",1
"reli",1
"reloc",1
"reman",1
"remind",1
"renew",1
"replic",1
"reprogram",1
"reprogramd",1
"repuls",1
"requisit",1
"research",1
"resin",1
"restrain",1
"retail",1
"retractor",1
"retro",1
"reus",1
"reveal",1
"rewrit",1
"ribbon",1
"rim",1
"riphu",1
"ripreu",1
"risen",1
"river",1
"rob",1
"robotin",1
"robust",1
"rocket",1
"roofluggag",1
"rope",1
"rose",1
"rough",1
"router",1
"rpm",1
"rrr",1
"rudder",1
"rune",1
"ryeolyong",1
"sabotag",1
"sae",1
"saengsal",1
"salim",1
"sari",1
"satisfactorili",1
"sca",1
"scanner",1
"scb",1
"schottki",1
"scientif",1
"score",1
"screwdriv",1
"scuba",1
"sea",1
"sealabl",1
"seamless",1
"season",1
"seawat",1
"sector",1
"seed",1
"semielectron",1
"semiperm",1
"senor",1
"sensibl",1
"seriesparallel",1
"serverlink",1
"sesn",1
"setback",1
"settl",1
"sharpli",1
"shine",1
"ship",1
"shirakawa",1
"shortest",1
"shot",1
"shovel",1
"shrink",1
"shutter",1
"sight",1
"sikkim",1
"sikyeoteul",1
"simplest",1
"simplif",1
"simw",1
"sinewav",1
"singlet",1
"sio",1
"siu",1
"sixth",1
"skeg",1
"skid",1
"skill",1
"slant",1
"slice",1
"slowli",1
"smes",1
"snapshot",1
"snow",1
"societi",1
"soilearth",1
"sold",1
"sole",1
"solidifi",1
"somewhat",1
"sooner",1
"sought",1
"spacecraft",1
"sparc",1
"speakermicrophon",1
"specialis",1
"speedi",1
"spend",1
"spent",1
"spheric",1
"spn",1
"spurious",1
"squib",1
"stain",1
"star",1
"startupdr",1
"statistics",1
"stepper",1
"stft",1
"stiff",1
"stipul",1
"stoke",1
"stone",1
"stopwhit",1
"storm",1
"straightforward",1
"strand",1
"strategi",1
"stream",1
"stretch",1
"strict",1
"strobe",1
"stroller",1
"struck",1
"stubborn",1
"sturdili",1
"stylus",1
"subdivid",1
"subhous",1
"sublimin",1
"submerg",1
"subordin",1
"subscript",1
"subtl",1
"suction",1
"suggest",1
"sulphid",1
"summar",1
"summari",1
"summertim",1
"sundan",1
"sunlight",1
"super",1
"superhigh",1
"surgic",1
"swash",1
"sweet",1
"swell",1
"swim",1
"symptom",1
"syst",1
"systemseg",1
"taepbi",1
"talk",1
"tamper",1
"tamperproof",1
"tansu",1
"taper",1
"tax",1
"tech",1
"temperaturebatteri",1
"temperaturevoltag",1
"tertiari",1
"tether",1
"textur",1
"theoret",1
"thereinto",1
"therewithin",1
"thermomet",1
"thermophor",1
"thirti",1
"thorough",1
"threephas",1
"throttl",1
"throught",1
"throw",1
"tile",1
"tilt",1
"timeslic",1
"titrat",1
"toll",1
"took",1
"topic",1
"topograph",1
"tor",1
"torso",1
"tough",1
"towabl",1
"tower",1
"town",1
"toxic",1
"tracker",1
"traction",1
"tractortrail",1
"trade",1
"trainer",1
"trainlin",1
"transduct",1
"transmis",1
"transmissionrecept",1
"transmmit",1
"transplant",1
"transpond",1
"trauma",1
"traumat",1
"trf",1
"triac",1
"trillion",1
"troubleshoot",1
"truth",1
"tub",1
"tunabl",1
"tungsten",1
"turbo",1
"turnaround",1
"twist",1
"twos",1
"uapmuapm",1
"ubpmucpm",1
"ubub",1
"uln",1
"ultraviolet",1
"umbil",1
"unattach",1
"unauthoris",1
"unavoid",1
"uncertainti",1
"unchang",1
"unconnect",1
"undergrowth",1
"understand",1
"unexpect",1
"unfault",1
"unfilt",1
"unidirect",1
"unintent",1
"union",1
"uniphas",1
"unipolar",1
"unison",1
"unlimit",1
"unman",1
"unobstruct",1
"unpreced",1
"unskil",1
"untitl",1
"unus",1
"unwant",1
"unwound",1
"uplin",1
"upright",1
"usa",1
"usart",1
"utdolmyeon",1
"utilis",1
"utmost",1
"utter",1
"vacant",1
"valtag",1
"vandal",1
"vapor",1
"var",1
"variant",1
"vast",1
"vdd",1
"vdg",1
"vdo",1
"ventur",1
"venturi",1
"vertex",1
"vibratori",1
"vico",1
"victim",1
"viewabl",1
"violet",1
"violin",1
"virtu",1
"viscos",1
"visin",1
"visualacu",1
"vocat",1
"vouti",1
"voutto",1
"vover",1
"vset",1
"vsn",1
"vtargetand",1
"vtargeti",1
"vvn",1
"wand",1
"warranti",1
"waterlin",1
"watertight",1
"wattag",1
"wattmet",1
"waveguid",1
"wavelet",1
"wavemet",1
"wayemerg",1
"weaken",1
"weathertight",1
"wet",1
"wheelchair",1
"whereto",1
"whereupon",1
"whichev",1
"whilst",1
"wideband",1
"wider",1
"windscreen",1
"wiper",1
"wirelin",1
"witch",1
"womb",1
"workabl",1
"workload",1
"worksheet",1
"worksit",1
"world",1
"wors",1
"wrestl",1
"written",1
"www",1
"wye",1
"yangyonghyeong",1
"yaw",1
"yeokjo",1
"yeonjanggw",1
"yiban",1
"yield",1
"zag",1
"zct",1
"zig",1
"zkzq",1
