"","V1"
"2498",2
"2499",1
"2500",1
"2501",4
"2502",3
"2503",2
"2504",2
"2505",1
"2506",2
"2507",2
"2508",3
"2509",4
"2510",4
"2511",2
"2512",1
"2513",1
"2514",3
"2515",2
"2516",3
"2517",2
"2518",2
"2519",4
"2520",5
"2521",1
"2522",4
"2523",2
"2524",3
"2525",3
"2526",1
"2527",2
"2528",2
"2529",2
"2530",2
"2531",4
"2532",2
"2533",2
"2534",4
"2535",4
"2536",2
"2537",5
"2538",5
"2539",4
"2540",2
"2541",3
"2542",2
"2543",2
"2544",2
"2545",1
"2546",2
"2547",5
"2548",2
"2549",2
"2550",5
"2551",1
"2552",3
"2553",3
"2554",5
"2555",2
"2556",1
"2557",5
"2558",2
"2559",2
"2560",5
"2561",2
"2562",1
"2563",1
"2564",4
"2565",2
"2566",2
"2567",2
"2568",2
"2569",4
"2570",2
"2571",4
"2572",3
"2573",5
"2574",1
"2575",3
"2576",3
"2577",5
"2578",3
"2579",3
"2580",5
"2581",5
"2582",3
"2583",2
"2584",2
"2585",5
"2586",5
"2587",2
"2588",5
"2589",5
"2590",5
"2591",4
"2592",2
"2593",3
"2594",3
"2595",4
"2596",3
"2597",5
"2598",3
"2599",3
"2600",5
"2601",4
"2602",3
"2603",3
"2604",2
"2605",1
"2606",3
"2607",3
"2608",3
"2609",1
"2610",1
"2611",1
"2612",5
"2613",2
"2614",5
"2615",3
"2616",3
"2617",3
"2618",4
"2619",1
"2620",5
"2621",3
"2622",4
"2623",5
"2624",1
"2625",5
"2626",5
"2627",3
"2628",3
"2629",5
"2630",5
"2631",5
"2632",5
"2633",5
"2634",2
"2635",3
"2636",3
"2637",4
"2638",5
"2639",3
"2640",3
"2641",3
"2642",3
"2643",3
"2644",1
"2645",3
"2646",4
"2647",3
"2648",2
"2649",3
"2650",4
"2651",1
"2652",5
"2653",5
"2654",3
"2655",2
"2656",1
"2657",5
"2658",3
"2659",5
"2660",5
"2661",3
"2662",3
"2663",5
"2664",3
"2665",3
"2666",1
"2667",5
"2668",5
"2669",5
"2670",5
"2671",4
"2672",3
"2673",5
"2674",5
"2675",1
"2676",5
"2677",5
"2678",1
"2679",3
"2680",5
"2681",1
"2682",4
"2683",2
"2684",5
"2685",5
"2686",2
"2687",1
"2688",5
"2689",3
"2690",3
"2691",3
"2692",1
"2693",4
"2694",5
"2695",2
"2696",5
"2697",3
"2698",1
"2699",5
"2700",1
"2701",3
"2702",2
"2703",3
"2704",4
"2705",2
"2706",5
"2707",1
"2708",4
"2709",4
"2710",4
"2711",1
"2712",1
"2713",4
"2714",2
"2715",4
"2716",4
"2717",4
"2718",4
"2719",4
"2720",4
"2721",1
"2722",1
"2723",1
"2724",2
"2725",1
"2726",4
"2727",1
"2728",1
"2729",4
"2730",1
"2731",1
"2732",4
"2733",4
"2734",1
"2735",4
"2736",2
"2737",5
"2738",5
"2739",1
"2740",1
"2741",4
"2742",4
"2743",1
"2744",1
"2745",1
"2746",1
"2747",4
"2748",5
"2749",1
"2750",4
"2751",4
"2752",4
"2753",2
"2754",1
"2755",2
"2756",1
"2757",1
"2758",2
"2759",2
"2760",1
"2761",1
"2762",4
"2763",1
"2764",2
"2765",2
"2766",1
"2767",5
"2768",1
"2769",1
"2770",1
"2771",4
"2772",2
"2773",2
"2774",1
"2775",1
"2776",1
"2777",4
"2778",4
"2779",4
"2780",1
"2781",1
"2782",2
"2783",1
"2784",1
"2785",3
"2786",5
"2787",5
"2788",4
"2789",5
"2790",1
"2791",1
"2792",1
"2793",2
"2794",5
"2795",5
"2796",1
"2797",4
"2798",1
"2799",1
"2800",4
"2801",5
"2802",1
"2803",4
"2804",5
"2805",4
"2806",1
"2807",3
"2808",1
"2809",4
"2810",4
"2811",4
"2812",4
"2813",1
"2814",4
"2815",1
"2816",4
"2817",4
"2818",1
"2819",1
"2820",1
"2821",1
"2822",1
"2823",1
"2824",1
"2825",4
"2826",4
"2827",4
"2828",5
"2829",1
"2830",4
"2831",4
"2832",1
"2833",1
"2834",4
"2835",1
"2836",5
"2837",2
"2838",1
"2839",1
"2840",1
"2841",1
"2842",2
"2843",3
"2844",1
"2845",1
"2846",1
"2847",1
"2848",1
"2849",1
"2850",1
"2851",4
"2852",5
"2853",3
"2854",2
"2855",2
"2856",3
"2857",2
"2858",2
"2859",3
"2860",1
"2861",1
"2862",1
"2863",3
"2864",4
"2865",2
"2866",1
"2867",2
"2868",3
"2869",1
"2870",3
"2871",2
"2872",4
"2873",1
"2874",2
"2875",3
"2876",5
"2877",5
"2878",1
"2879",2
"2880",1
"2881",2
"2882",4
